ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
3739;MX-2021-134740;26/06/2021;28/06/2021;Primeira classe;ER-13825;Erick Rocha;Grande Empresa;Chimaltenango;Chimaltenango;Guatemala;Central;MAT-AR-10004163;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Industrial;2567,4;3;0;0
3740;MX-2021-134740;26/06/2021;28/06/2021;Primeira classe;ER-13825;Erick Rocha;Grande Empresa;Chimaltenango;Chimaltenango;Guatemala;Central;MÓV-CA-10000085;Móveis;Cadeiras;Novimex Banqueta, Preto;2160,4;2;0;216
3741;MX-2021-134740;26/06/2021;28/06/2021;Primeira classe;ER-13825;Erick Rocha;Grande Empresa;Chimaltenango;Chimaltenango;Guatemala;Central;MAT-PA-10002074;Material de escritório;Papel;Xerox Artigos de papelaria, Premium;299,8;1;0;101,8
3742;MX-2021-124359;30/12/2021;03/01/2022;Classe padrão;JR-16000;Julieta Ribeiro;Varejo;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-MA-10000771;Material de escritório;Materiais;Elite Abridor de carta, Industrial;1735,2;9;0;293,4
3743;MX-2019-149895;29/12/2019;03/01/2020;Classe padrão;RC-19720;Rafaela Carvalho;Varejo;Boa Vista;Roraima;Brasil;Sul;MAT-AR-10002419;Material de escritório;Arte;Boston Canetas, Azul;474;5;0;151
3744;MX-2019-149895;29/12/2019;03/01/2020;Classe padrão;RC-19720;Rafaela Carvalho;Varejo;Boa Vista;Roraima;Brasil;Sul;MÓV-MÓ-10004592;Móveis;Móveis;Tenex Relógio de parede, Durável;630,4;2;0;226,8
3745;MX-2019-146689;24/10/2019;29/10/2019;Classe padrão;TS-20815;Tânia Santos;Grande Empresa;Feira de Santana;Bahia;Brasil;Sul;MÓV-CA-10004326;Móveis;Cadeiras;Novimex Cadeira de balanço, Par;4456;5;0;1604
3746;MX-2019-118031;15/12/2019;18/12/2019;Primeira classe;EG-13405;Emilly Gomes;Varejo;Neiva;Huila;Colômbia;Sul;TEC-CO-10000779;Tecnologia;Copiadoras;Sharp Fax e copiadora, Vermelho;4439,104;4;0,002;1636,704
3747;MX-2019-134355;29/11/2019;04/12/2019;Classe padrão;IR-15235;Isabela Ribeiro;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-AC-10003948;Material de escritório;Eletrônicos;Hoover Forno, Branco;15109,6;5;0,2;5098,6
3748;MX-2019-134355;29/11/2019;04/12/2019;Classe padrão;IR-15235;Isabela Ribeiro;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10000769;Material de escritório;Materiais;Elite Abridor de carta, Aço;854,4;6;0,2;-213,6
3749;MX-2020-132801;21/09/2020;25/09/2020;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-FI-10001380;Material de escritório;Fichários;Avery Reforço para fichário, Econômico;58,8;2;0;17,6
3750;MX-2020-132801;21/09/2020;25/09/2020;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-AR-10000524;Material de escritório;Armazenamento;Smead Carrinho bandeja, Tamanho real;5993,4;7;0;2756,6
3751;MX-2020-132801;21/09/2020;25/09/2020;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;TEC-AC-10001621;Tecnologia;Acessórios;Memorex Mouse, Programável;395,6;2;0;7,6
3752;MX-2020-132801;21/09/2020;25/09/2020;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-MA-10003821;Material de escritório;Materiais;Acme Tesouras, Industrial;1082,4;6;0;259,2
3753;MX-2020-132801;21/09/2020;25/09/2020;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;TEC-CO-10002423;Tecnologia;Copiadoras;Hewlett Fax sem fio, Vermelho;7552,6644;3;0,002;2254,6644
3754;MX-2020-165085;02/03/2020;08/03/2020;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;Bridgetown;Saint Michael;Barbados;Caribe;MAT-EN-10004039;Material de escritório;Envelopes;Kraft Malote, Vermelho;1682;5;0;740
3755;MX-2018-169873;06/08/2018;09/08/2018;Segunda classe;RP-20200;Ryan Pinto;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10000424;Material de escritório;Etiquetas;HON Etiquetas de envio, Ajustável;61,8;1;0;9,8
3756;MX-2021-162593;02/04/2021;09/04/2021;Classe padrão;DG-12985;Diogo Gomes;Varejo;Spanish Town;Saint Catherine;Jamaica;Caribe;MAT-AR-10000011;Material de escritório;Arte;Crayola Bloco de desenho, Embalagem tipo bulk;310,6;1;0;155,2
3757;MX-2021-162593;02/04/2021;09/04/2021;Classe padrão;DG-12985;Diogo Gomes;Varejo;Spanish Town;Saint Catherine;Jamaica;Caribe;MAT-PA-10003844;Material de escritório;Papel;Eaton Caderno, Premium;708,8;4;0;290,4
3758;MX-2020-169523;17/11/2020;21/11/2020;Classe padrão;GG-14590;Gabrielly Gomes;Grande Empresa;Bogotá;Bogotá;Colômbia;Sul;MAT-MA-10001557;Material de escritório;Materiais;Elite Cortador de papel, Azul;833,4;3;0;300
3759;MX-2020-152520;05/12/2020;09/12/2020;Classe padrão;CC-11905;Caio Cavalcanti;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;TEC-TE-10000876;Tecnologia;Telefones;Apple Repetidor de sinal, Tamanho real;1839,2;2;0;514,8
3760;MX-2020-152520;05/12/2020;09/12/2020;Classe padrão;CC-11905;Caio Cavalcanti;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;MAT-MA-10000459;Material de escritório;Materiais;Elite Régua, Aço;440;5;0;96
3761;MX-2019-132990;28/04/2019;04/05/2019;Classe padrão;JA-15640;Júlia Araujo;Pequenas e Medias Empresas;Bridgetown;Saint Michael;Barbados;Caribe;MAT-AR-10004226;Material de escritório;Armazenamento;Rogers Bandejas, Metal;1215;3;0;194,4
3762;MX-2021-110492;05/03/2021;10/03/2021;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-FI-10001532;Material de escritório;Fichários;Acco Pasta argolada, Econômico;303;3;0;90,6
3763;MX-2021-116876;20/06/2021;27/06/2021;Classe padrão;MB-19060;Murilo Barros;Pequenas e Medias Empresas;Ibagué;Tolima;Colômbia;Sul;MAT-FI-10000244;Material de escritório;Fichários;Wilson Jones Encadernadora, Econômico;652,8;2;0;182,4
3764;MX-2021-116876;20/06/2021;27/06/2021;Classe padrão;MB-19060;Murilo Barros;Pequenas e Medias Empresas;Ibagué;Tolima;Colômbia;Sul;MAT-AR-10000119;Material de escritório;Armazenamento;Smead Pratelheiras, Industrial;1647;5;0;115
3765;MX-2020-102253;19/10/2020;23/10/2020;Classe padrão;TF-20860;Thaís Fernandes;Grande Empresa;Tehuacán;Puebla;México;Norte;MAT-MA-10003705;Material de escritório;Materiais;Stiletto Tesouras, Industrial;504,6;3;0;161,4
3766;MX-2018-112277;04/05/2018;09/05/2018;Classe padrão;AC-10690;André Cunha;Varejo;Puebla;Puebla;México;Norte;MAT-EN-10000353;Material de escritório;Envelopes;Kraft Com lacre, Conjunto de 50;1757;7;0;508,2
3767;MX-2018-112277;04/05/2018;09/05/2018;Classe padrão;AC-10690;André Cunha;Varejo;Puebla;Puebla;México;Norte;MÓV-CA-10004158;Móveis;Cadeiras;Harbour Creations Banqueta, Par;972,64;1;0,2;-85,16
3768;MX-2018-166821;15/11/2018;21/11/2018;Classe padrão;AA-10120;Alex Alves;Pequenas e Medias Empresas;Tlalnepantla;México;México;Norte;MAT-CO-10001160;Material de escritório;Colchetes;Stockwell Grampos, Embalagem tipo bulk;208,2;3;0;49,8
3769;US-2020-150980;17/10/2020;20/10/2020;Segunda classe;MF-18145;Maria Fernandes;Varejo;El Progreso;Yoro;Honduras;Central;TEC-TE-10004237;Tecnologia;Telefones;Apple Telefone do escritório, Azul;261,12;1;0,4;-74,08
3770;US-2020-150980;17/10/2020;20/10/2020;Segunda classe;MF-18145;Maria Fernandes;Varejo;El Progreso;Yoro;Honduras;Central;MAT-PA-10001635;Material de escritório;Papel;Enermax Agenda, Premium;450;5;0,4;-30
3771;US-2020-150980;17/10/2020;20/10/2020;Segunda classe;MF-18145;Maria Fernandes;Varejo;El Progreso;Yoro;Honduras;Central;MAT-MA-10001898;Material de escritório;Materiais;Acme Régua, Retangular;429,12;8;0,4;-273,28
3772;US-2020-150980;17/10/2020;20/10/2020;Segunda classe;MF-18145;Maria Fernandes;Varejo;El Progreso;Yoro;Honduras;Central;MAT-MA-10001734;Material de escritório;Materiais;Acme Abridor de carta, Retangular;753,48;7;0,4;-51,52
3773;MX-2018-169019;12/11/2018;13/11/2018;No mesmo dia;RR-19930;Rebeca Ribeiro;Varejo;Chinautla;Guatemala;Guatemala;Central;TEC-CO-10004760;Tecnologia;Copiadoras;Hewlett Tinta, Par;4946,088;5;0,002;931,088
3774;MX-2020-126144;10/09/2020;15/09/2020;Classe padrão;MC-18475;Marisa Cunha;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-EN-10001718;Material de escritório;Envelopes;Jiffy Com lacre, Vermelho;542,8;2;0;124,8
3775;MX-2020-126144;10/09/2020;15/09/2020;Classe padrão;MC-18475;Marisa Cunha;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-AR-10002384;Material de escritório;Armazenamento;Rogers Carrinho bandeja, Tamanho real;944,2;1;0;207,6
3776;MX-2020-126144;10/09/2020;15/09/2020;Classe padrão;MC-18475;Marisa Cunha;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-MA-10002204;Material de escritório;Materiais;Elite Régua, Retangular;350;5;0;77
3777;MX-2020-126144;10/09/2020;15/09/2020;Classe padrão;MC-18475;Marisa Cunha;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;TEC-AC-10001700;Tecnologia;Acessórios;Enermax Pen drive, Reciclado;1311;5;0;655
3778;MX-2020-120243;11/12/2020;16/12/2020;Classe padrão;LS-16540;Lara Souza;Varejo;Punta Arenas;Magalhães e Antártica Chilena;Chile;Sul;MÓV-MÓ-10000954;Móveis;Móveis;Rubbermaid Relógio de parede, Durável;629,2;2;0;75,2
3779;MX-2021-128727;10/11/2021;14/11/2021;Classe padrão;BG-11155;Beatriz Goncalves;Varejo;Ilopango;San Salvador;El Salvador;Central;MÓV-MÓ-10003020;Móveis;Móveis;Rubbermaid Peso de porta, Durável;2722;10;0;652
3780;MX-2021-128727;10/11/2021;14/11/2021;Classe padrão;BG-11155;Beatriz Goncalves;Varejo;Ilopango;San Salvador;El Salvador;Central;TEC-CO-10001019;Tecnologia;Copiadoras;Hewlett Tinta, Vermelho;4886,208;5;0,002;430,208
3781;MX-2021-128727;10/11/2021;14/11/2021;Classe padrão;BG-11155;Beatriz Goncalves;Varejo;Ilopango;San Salvador;El Salvador;Central;MAT-AC-10003473;Material de escritório;Eletrônicos;Hamilton Beach Moedor de café, Branco;2448;9;0;171
3782;MX-2018-147025;13/07/2018;17/07/2018;Segunda classe;AC-10150;Alex Cavalcanti;Varejo;Managua;Managua;Nicarágua;Central;MAT-AR-10003992;Material de escritório;Armazenamento;Smead Carrinho bandeja, Metal;5948,6;7;0;2735,6
3783;MX-2021-157308;07/05/2021;11/05/2021;Segunda classe;MS-18370;Marina Santos;Varejo;Gravataí;Rio Grande do Sul;Brasil;Sul;MAT-AR-10004005;Material de escritório;Arte;Boston Bloco de desenho, Embalagem tipo bulk;977,4;3;0;107,4
3784;MX-2021-157308;07/05/2021;11/05/2021;Segunda classe;MS-18370;Marina Santos;Varejo;Gravataí;Rio Grande do Sul;Brasil;Sul;MAT-FI-10004625;Material de escritório;Fichários;Acco Reforço para fichário, Durável;54,4;1;0;17,4
3785;US-2021-156195;06/06/2021;09/06/2021;Segunda classe;EC-13165;Eduarda Carvalho;Grande Empresa;El Progreso;Yoro;Honduras;Central;MAT-FI-10003525;Material de escritório;Fichários;Ibico Perfurador, Econômico;730,8;6;0,4;-171,6
3786;US-2021-156195;06/06/2021;09/06/2021;Segunda classe;EC-13165;Eduarda Carvalho;Grande Empresa;El Progreso;Yoro;Honduras;Central;MÓV-CA-10003058;Móveis;Cadeiras;Office Star Cadeira de praia, Preto;636,12;3;0,4;-360,48
3787;MX-2018-126949;02/09/2018;03/09/2018;Primeira classe;VF-21055;Victor Ferreira;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10003686;Material de escritório;Papel;Xerox Resma, Embalagem com 12;1828,8;9;0;36
3788;MX-2020-131387;15/05/2020;19/05/2020;Classe padrão;DR-12670;Daniel Rodrigues;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10004531;Material de escritório;Papel;Green Bar Artigos de papelaria, Reciclado;644;2;0;122
3789;MX-2020-131387;15/05/2020;19/05/2020;Classe padrão;DR-12670;Daniel Rodrigues;Varejo;Managua;Managua;Nicarágua;Central;MAT-AC-10004898;Material de escritório;Eletrônicos;Breville Micro-ondas, Branco;1999;1;0;839,4
3790;MX-2021-138177;25/12/2021;29/12/2021;Classe padrão;TF-20920;Tiago Ferreira;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-CO-10001604;Material de escritório;Colchetes;Accos Alfinetes, Metal;175,68;3;0,4;29,28
3791;MX-2021-138177;25/12/2021;29/12/2021;Classe padrão;TF-20920;Tiago Ferreira;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10002253;Material de escritório;Arte;BIC Marcador, Azul;211,44;2;0,4;-3,76
3792;MX-2021-137869;23/04/2021;27/04/2021;Segunda classe;VR-21325;Vinicius Ribeiro;Varejo;Santiago;Santiago;Chile;Sul;TEC-TE-10003808;Tecnologia;Telefones;Nokia Headset, Azul;1462,2;3;0;131,4
3793;MX-2018-156748;28/02/2018;28/02/2018;No mesmo dia;RL-20170;Ryan Lima;Varejo;Farroupilha;Rio Grande do Sul;Brasil;Sul;TEC-MÁ-10001199;Tecnologia;Máquinas;Okidata Impressora, Multicolorido;3580;2;0;1109,6
3794;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;Passos;Minas Gerais;Brasil;Sul;MÓV-CA-10000711;Móveis;Cadeiras;SAFCO Cadeira de balanço, Ajustável;2748;3;0;1126,2
3795;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;Passos;Minas Gerais;Brasil;Sul;MAT-AR-10001300;Material de escritório;Arte;BIC Bloco de desenho, Azul;648,8;2;0;123,2
3796;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;Passos;Minas Gerais;Brasil;Sul;MAT-FI-10003340;Material de escritório;Fichários;Wilson Jones Capa para fichário, Reciclado;77;1;0;4,6
3797;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;Passos;Minas Gerais;Brasil;Sul;MÓV-ES-10002930;Móveis;Estantes;Ikea Gaveteiro, Preto;2875,8;3;0;316,2
3798;US-2018-145093;15/06/2018;21/06/2018;Classe padrão;JC-15955;Julieta Castro;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10004251;Móveis;Cadeiras;Harbour Creations Protetor de piso, Par;891;3;0,4;-148,8
3799;MX-2021-167409;04/11/2021;10/11/2021;Classe padrão;AC-10900;Arthur Cunha;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10004809;Material de escritório;Papel;SanDisk Agenda, Multicolorido;841;5;0;210
3800;MX-2018-146535;17/09/2018;20/09/2018;Primeira classe;BG-11155;Beatriz Goncalves;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-AR-10005000;Material de escritório;Armazenamento;Fellowes Armários, Tamanho real;5529,6;4;0;1326,4
3801;MX-2020-169061;02/06/2020;07/06/2020;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Villahermosa;Tabasco;México;Norte;MAT-AR-10000299;Material de escritório;Arte;Boston Marcador, Metal;736,8;4;0;257,6
3802;MX-2020-122245;31/10/2020;04/11/2020;Segunda classe;DM-12910;Diego Melo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10002974;Material de escritório;Fichários;Acco Capa para fichário, Transparente;272,64;4;0,2;84,64
3803;MX-2020-122245;31/10/2020;04/11/2020;Segunda classe;DM-12910;Diego Melo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-ES-10000975;Móveis;Estantes;Dania Par, Metal;2430,6;5;0,4;-405,4
3804;MX-2020-122245;31/10/2020;04/11/2020;Segunda classe;DM-12910;Diego Melo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-EN-10003491;Material de escritório;Envelopes;Jiffy Envelope profissional, Conjunto de 50;85,12;1;0,2;16,92
3805;MX-2020-122245;31/10/2020;04/11/2020;Segunda classe;DM-12910;Diego Melo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-MÁ-10003761;Tecnologia;Máquinas;Konica Inkjet, Multicolorido;3761,28;6;0,7;-2758,32
3806;US-2020-149930;14/03/2020;14/03/2020;No mesmo dia;JM-15985;Julieta Melo;Varejo;Mendoza;Mendoza;Argentina;Sul;MAT-EN-10003935;Material de escritório;Envelopes;Ames Envelope kraft, Reciclado;751,68;8;0,4;-288,32
3807;MX-2019-110569;14/04/2019;21/04/2019;Classe padrão;BC-10990;Beatrice Cunha;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-AC-10004136;Tecnologia;Acessórios;Enermax Cartão de memória, Programável;4944,64;8;0,2;1482,24
3808;MX-2021-153192;16/06/2021;21/06/2021;Classe padrão;EP-13555;Emily Pinto;Grande Empresa;Taubaté;São Paulo;Brasil;Sul;MAT-CO-10000736;Material de escritório;Colchetes;OIC Percevejo niquelado, Metal;189,2;2;0;47,2
3809;MX-2020-112529;29/12/2020;04/01/2021;Classe padrão;BC-11425;Brenda Correia;Varejo;San José de las Lajas;Mayabeque;Cuba;Caribe;MÓV-CA-10001700;Móveis;Cadeiras;Novimex Cadeira dobrável, Vermelho;548,2;1;0;0
3810;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;1868,4;6;0;746,4
3811;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-AR-10004761;Material de escritório;Arte;Crayola Tela, Metal;1403,2;4;0;504,8
3812;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-MA-10002219;Material de escritório;Materiais;Kleencut Abridor de carta, Industrial;573,6;3;0;148,8
3813;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-MA-10000587;Material de escritório;Materiais;Stiletto Abridor de carta, Aço;370,4;2;0;36,8
3814;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-CO-10003743;Material de escritório;Colchetes;Stockwell Prendedores de papel, Tamanhos variados;444,8;4;0;164
3815;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-PA-10000202;Material de escritório;Papel;Xerox Artigos de papelaria, Reciclado;1496;5;0;688
3816;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MÓV-MÓ-10002552;Móveis;Móveis;Eldon Lâmpada, Preto;504;3;0;145,8
3817;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MÓV-MÓ-10002143;Móveis;Móveis;Advantus Moldura, Premium;2926,4;4;0;1052,8
3818;MX-2019-133165;03/11/2019;05/11/2019;Primeira classe;MM-18745;Matheus Melo;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-ME-10000857;Móveis;Mesas;Bevis Mesa de centro, Branco;6407,4;3;0;3011,4
3819;MX-2019-133165;03/11/2019;05/11/2019;Primeira classe;MM-18745;Matheus Melo;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-FI-10002102;Material de escritório;Fichários;Ibico Reforço para fichário, Econômico;93,2;2;0;0
3820;MX-2019-133165;03/11/2019;05/11/2019;Primeira classe;MM-18745;Matheus Melo;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;TEC-CO-10004833;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Digital;2561,6664;2;0,002;918,8664
3821;MX-2019-133165;03/11/2019;05/11/2019;Primeira classe;MM-18745;Matheus Melo;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-MÓ-10004010;Móveis;Móveis;Rubbermaid Moldura, Preto;5860,8;8;0;878,4
3822;MX-2018-126648;28/06/2018;05/07/2018;Classe padrão;CC-12280;Carlos Correia;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-EN-10001004;Material de escritório;Envelopes;Jiffy Envelope kraft, Conjunto de 50;1387,2;8;0;568
3823;MX-2018-126648;28/06/2018;05/07/2018;Classe padrão;CC-12280;Carlos Correia;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-CO-10003952;Material de escritório;Colchetes;Stockwell Prendedores de papel, Embalagem tipo bulk;384,6;3;0;115,2
3824;MX-2018-126648;28/06/2018;05/07/2018;Classe padrão;CC-12280;Carlos Correia;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-AC-10003041;Material de escritório;Eletrônicos;Hamilton Beach Torradeira, Preto;1138,8;3;0;33,6
3825;MX-2021-148299;28/11/2021;02/12/2021;Classe padrão;IG-15445;Isabelle Gomes;Varejo;David;Chiriquí;Panamá;Central;MAT-AR-10003992;Material de escritório;Armazenamento;Smead Carrinho bandeja, Metal;2039,52;4;0,4;203,52
3826;MX-2021-148299;28/11/2021;02/12/2021;Classe padrão;IG-15445;Isabelle Gomes;Varejo;David;Chiriquí;Panamá;Central;MAT-CO-10002929;Material de escritório;Colchetes;Accos Alfinetes, Tamanhos variados;287,28;6;0,4;13,68
3827;MX-2021-148299;28/11/2021;02/12/2021;Classe padrão;IG-15445;Isabelle Gomes;Varejo;David;Chiriquí;Panamá;Central;MÓV-ES-10001624;Móveis;Estantes;Dania Biblioteca, Branco;14596,8;10;0,4;-5353,2
3828;MX-2019-123617;21/11/2019;25/11/2019;Classe padrão;EB-13975;Evelyn Barbosa;Grande Empresa;Recife;Pernambuco;Brasil;Sul;TEC-AC-10000251;Tecnologia;Acessórios;Belkin Roteador, Durável;3452,8;2;0;1173,6
3829;MX-2018-114615;05/07/2018;07/07/2018;Primeira classe;ED-13315;Eduardo Dias;Varejo;La Romana;La Romana;República Dominicana;Caribe;MÓV-CA-10002904;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Ajustável;1025,76;3;0,2;269,16
3830;MX-2020-161319;10/01/2020;13/01/2020;Primeira classe;CC-12280;Carlos Correia;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-FI-10004780;Material de escritório;Fichários;Ibico Pasta argolada, Econômico;309,6;3;0;114
3831;MX-2018-145870;22/05/2018;27/05/2018;Classe padrão;SR-20575;Sofia Rocha;Varejo;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-AR-10004952;Material de escritório;Armazenamento;Rogers Carrinho bandeja, Azul;7552;8;0;75,2
3832;MX-2018-145870;22/05/2018;27/05/2018;Classe padrão;SR-20575;Sofia Rocha;Varejo;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-FI-10004209;Material de escritório;Fichários;Avery Capa para fichário, Durável;586,6;7;0;217
3833;MX-2018-145870;22/05/2018;27/05/2018;Classe padrão;SR-20575;Sofia Rocha;Varejo;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-MA-10003732;Material de escritório;Materiais;Elite Régua, Azul;644;7;0;186,2
3834;MX-2018-141131;03/06/2018;07/06/2018;Classe padrão;BC-11260;Bianca Costa;Varejo;Guayaquil;Guayas;Equador;Sul;MÓV-CA-10000803;Móveis;Cadeiras;Office Star Cadeira de balanço, Par;2863,2;3;0;658,2
3835;MX-2019-122490;04/01/2019;10/01/2019;Classe padrão;FC-14125;Fábio Castro;Pequenas e Medias Empresas;La Ceiba;Atlántida;Honduras;Central;MÓV-MÓ-10001068;Móveis;Móveis;Deflect-O Porta retrato, Premium;808,32;4;0,4;121,12
3836;MX-2019-122490;04/01/2019;10/01/2019;Classe padrão;FC-14125;Fábio Castro;Pequenas e Medias Empresas;La Ceiba;Atlántida;Honduras;Central;MAT-ET-10001887;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Vermelho;97,92;2;0,4;-42,48
3837;MX-2019-122490;04/01/2019;10/01/2019;Classe padrão;FC-14125;Fábio Castro;Pequenas e Medias Empresas;La Ceiba;Atlántida;Honduras;Central;MÓV-CA-10003698;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Vermelho;391,56;1;0,4;-228,44
3838;MX-2020-168186;08/12/2020;11/12/2020;Primeira classe;VR-21550;Vitór Rocha;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;TEC-AC-10001923;Tecnologia;Acessórios;Belkin Mouse, Durável;1091,2;4;0;392,8
3839;US-2021-128118;21/04/2021;25/04/2021;Classe padrão;LF-17320;Livia Ferreira;Pequenas e Medias Empresas;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-TE-10002655;Tecnologia;Telefones;Apple Repetidor de sinal, Tamanhos variados;3348;6;0,4;-1897,2
3840;US-2021-128118;21/04/2021;25/04/2021;Classe padrão;LF-17320;Livia Ferreira;Pequenas e Medias Empresas;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-CO-10004021;Material de escritório;Colchetes;Accos Prendedores de papel, Tamanhos variados;269,28;4;0,4;-58,72
3841;US-2021-128118;21/04/2021;25/04/2021;Classe padrão;LF-17320;Livia Ferreira;Pequenas e Medias Empresas;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-MA-10004447;Material de escritório;Materiais;Fiskars Cortador de papel, Azul;507,6;3;0,4;-271,2
3842;MX-2020-154473;25/09/2020;01/10/2020;Classe padrão;BC-11815;Bruno Cavalcanti;Grande Empresa;Ciudad Valles;San Luis Potosí;México;Norte;TEC-AC-10003655;Tecnologia;Acessórios;SanDisk Mouse, Econômico;1021,6;4;0;285,6
3843;MX-2020-105781;28/06/2020;02/07/2020;Classe padrão;DM-12700;Danilo Martins;Pequenas e Medias Empresas;Ciudad Juárez;Chihuahua;México;Norte;MAT-EN-10003894;Material de escritório;Envelopes;Jiffy Envelope kraft, Vermelho;1182;6;0;590,4
